id,name,position,defense,attack,speed,strength,stamina
224482,J. Brinch,defender,46,99,66,47,96
227806,D. Barlaser,midfielder,30,12,72,51,83
243704,M. Knudsen,midfielder,91,71,53,26,66
241654,C. Brandeborn,forward,11,45,43,63,80
239606,L. Scherff,midfielder,88,89,20,67,90
215285,D. Carr,forward,58,96,37,66,21
200693,D. Jarl,defender,77,53,59,46,46
246771,M. Castro,midfielder,44,34,92,85,51
245521,M. Bakhit,defender,68,83,70,79,78
229419,G. Reilly,forward,48,77,50,86,76
225067,J. Coustrain,midfielder,71,30,64,91,40
232746,Park Jeong Su,defender,53,33,54,80,94
214080,S. Murillo,defender,37,25,75,86,65
199744,M. Rauschenberg,defender,49,39,69,41,83
243519,V. Burgoa,midfielder,33,82,15,86,19
235101,T. Makowski,midfielder,54,67,56,65,85
241244,R. Strain,defender,56,17,82,48,53
237965,Yeun Jong Gyu,midfielder,90,38,75,31,78
246667,J. Novillo,defender,87,47,49,12,91
244904,M. Tapias,defender,97,39,32,77,18
243623,S. Wilson,forward,76,27,60,80,34
242599,R. Frantsen,defender,17,19,27,41,53
243144,E. Berger,defender,79,52,41,15,92
195013,J. Dunleavy,defender,92,41,20,27,83
244419,C. Ilic,midfielder,99,82,57,51,23
222402,J. Gulley,defender,62,94,31,44,95
241114,O. Drost,forward,52,88,17,93,63
225498,L. Sutton,midfielder,47,76,57,25,61
232920,C. McDermott,defender,42,99,23,60,81
232687,H. Mitsumaru,defender,36,88,57,86,89
235500,A. Al Shammary,defender,62,82,33,60,86
243981,A. Xhemajli,defender,86,22,27,30,59
165932,D. Pender,defender,85,27,52,78,55
224554,Gao Jiarun,midfielder,85,39,37,24,11
230697,E. Robson,midfielder,68,19,67,89,74
235815,S. Sidler,defender,28,43,19,93,27
228134,P. McClean,defender,59,55,82,54,47
236579,B. Chorbadzhiyski,defender,11,20,11,43,64
236365,C. Wood,midfielder,35,33,63,59,34
191563,T. Miyazaki,midfielder,38,98,48,18,62
240970,M. Payero,midfielder,18,89,97,33,50
247149,J. Guevara,midfielder,28,51,30,94,26
242539,F. Brorsson,forward,22,28,91,19,96
226193,Cui Yongzhe,defender,27,76,77,92,51
200593,Ha Sung Min,midfielder,12,12,55,91,59
202128,N. Ralph,defender,58,53,39,27,87
245170,A. Thapa,midfielder,38,93,30,86,58
244400,K. Ademi,forward,22,57,57,11,53
242095,J. Falkmar,defender,95,12,61,50,99
182738,J. Hodgkiss,defender,29,81,10,75,78
241650,J. Lahne,forward,11,67,32,32,12
237926,J. Mahon,defender,83,18,86,17,40
232591,S. Hiramatsu,forward,88,48,46,10,19
2702,K. Ellison,midfielder,81,94,83,65,41
236941,J. Hastie,midfielder,44,25,43,99,81
242094,Maikel,midfielder,61,67,29,80,68
245165,S. Bose,defender,48,82,67,13,72
234412,A. Nadesan,forward,45,72,60,25,91
232403,T. Maya,defender,78,85,24,89,24
243922,M. Radecki,midfielder,28,14,16,85,91
228047,Cao Yongjing,midfielder,69,23,35,71,77
243701,A. Kaltoft,defender,95,44,55,18,22
242497,K. Lara,defender,22,64,20,50,14
235072,K. Lynch,defender,94,53,61,82,93
222049,G. Oakley,forward,86,92,59,77,79
227929,R. Wintle,midfielder,24,50,65,85,15
232325,M. Al Mutlaq,defender,31,69,20,95,91
246996,L. Kharabadze,defender,32,56,29,10,82
236244,T. Sibbick,defender,83,55,18,36,28
245499,A. Hindi,defender,37,57,83,36,40
242415,Xu Yougang,defender,20,35,93,97,49
237860,K. McAllister,midfielder,46,35,97,31,31
240673,C. Lang,midfielder,39,19,15,32,46
234066,J. Hove,forward,27,45,10,98,88
225873,R. Feely,defender,89,20,55,39,17
237714,D. Ingham,midfielder,75,36,28,90,56
229770,C. Ellis,forward,88,24,41,33,15
241582,W. Fitzgerald,midfielder,89,51,52,57,55
236774,A. Kuruniyan,forward,97,48,50,22,91
242700,Yan Zhiyu,defender,11,60,80,95,59
246846,B. Lyons,midfielder,17,35,42,50,69
247177,R. Parkes,forward,26,37,29,87,76
235143,M. Welch-Hayes,defender,68,79,32,30,45
241602,J. Arias,forward,66,71,48,86,10
211135,M. Attiyah,midfielder,73,46,79,70,42
242109,T. Mourdoukoutas,defender,19,42,33,72,86
243131,K. Taimi,defender,57,90,95,64,77
138427,D. Pipe,defender,55,69,81,79,45
246714,J. Vahtera,forward,59,94,26,89,91
235770,H. Pickering,defender,62,30,36,45,87
243050,K. Viveros,forward,68,30,81,78,90
245075,Kang Yun Koo,midfielder,68,56,14,42,20
240871,M. Saavedra,forward,39,78,90,34,48
242910,Liu Boyang,defender,92,34,84,35,52
243252,T. Hamer,defender,12,96,52,97,28
242144,D. Gibbons,defender,61,22,52,52,85
241144,J. Ellis,forward,97,28,21,29,81
228292,C. Harkin,midfielder,91,22,67,67,43
244913,A. Delap,midfielder,65,52,71,25,22
243119,A. McGovern,defender,38,92,78,99,22
243359,Kim Jong Jin,midfielder,38,18,51,55,10
244559,Carlos Mendes Gomes,midfielder,19,13,37,76,14
242149,K. Kouassivi-Benissan,defender,99,46,71,25,65
243161,P. Azizi,defender,22,49,14,47,30
208084,D. Murphy,midfielder,55,27,84,18,60
245611,D. Parkhouse,forward,64,41,17,14,50
243726,L. Kerrigan,midfielder,83,89,82,18,41
222978,G. Sloggett,midfielder,41,82,24,51,84
245494,A. Al Meqran,midfielder,80,72,47,12,43
234483,D. Sesay,defender,87,62,82,15,47
221637,V. Moreno,defender,85,79,53,46,36
243386,D. Valencia,forward,38,63,58,17,30
245400,Kim Ji Hyun,midfielder,96,60,24,20,15
246154,L. McCarron,forward,81,50,80,56,47
237889,J. Keaney,midfielder,23,87,98,46,84
242682,K. O'Sullivan,midfielder,94,73,86,12,91
245753,Y. Omoto,midfielder,82,48,22,98,40
241642,J. Finnerty,defender,31,88,76,75,95
235710,A. Al Yousif,defender,70,91,74,74,88
246085,J. Pereira,defender,86,75,38,10,85
220216,S. Heaney,defender,89,81,90,67,65
243253,K. Agudelo,midfielder,59,36,96,51,70
244755,M. Malec,defender,86,33,73,70,76
228108,K. Brouder,defender,65,52,67,68,96
243721,D. Wenzel-Halls,forward,19,74,25,87,86
245740,C. Ortiz,forward,60,55,85,44,11
243163,D. Grant,midfielder,61,57,54,79,63
228049,Sun Ya,forward,77,62,70,52,42
242872,Liu Le,defender,70,35,83,25,41
239540,E. Toal,defender,83,18,55,60,44
232822,R. Uehara,midfielder,96,44,18,38,98
199008,S. Harding,defender,37,31,98,47,63
182366,D. Dennehy,defender,64,56,30,53,16
233815,D. Noone,midfielder,33,55,49,95,33
193317,E. Wearen,midfielder,34,60,43,98,81
241953,R. Slater,midfielder,10,64,83,58,81
192542,S. Kelly,defender,17,57,95,83,28
242972,M. Ibacache,defender,50,95,63,58,95
242924,Ko Jae Hyun,midfielder,73,64,80,94,69
233932,C. O'Toole,defender,89,52,64,20,19
234692,Z. Mills,defender,31,69,25,24,88
239805,D. Oko,defender,53,63,89,56,23
236717,E. Sandberg,defender,44,99,78,48,37
246688,S. Abdulhamid,defender,72,40,51,90,59
235168,Liu Hao,midfielder,66,45,12,14,34
208544,L. Conlan,defender,78,57,34,69,17
240772,S. Mallon,defender,35,57,55,40,84
207995,G. Pender,forward,95,23,19,61,42
242286,A. Drinan,forward,16,94,54,64,72
239424,M. Rodrigues,defender,46,95,43,64,35
225068,J. McDonagh,midfielder,56,19,25,78,18
238091,C. Borchgrevink,defender,66,97,67,67,64
244974,A. Goelzer,defender,12,24,19,64,19
225770,K. da Graca,defender,55,13,38,92,62
245737,O. Al Owdah,defender,52,75,21,74,80
243173,Kim Joon Beom,midfielder,17,26,62,86,46
243141,I. Jasarevic,defender,51,23,11,24,90
246710,M. Banaszewski,midfielder,77,70,61,11,86
246451,V. Triboulet,midfielder,97,90,21,33,65
242594,D. Kaneko,midfielder,99,44,73,72,95
233375,D. Leahy,defender,94,27,72,45,75
224413,N. Giraldo,defender,33,20,17,28,87
223379,O. Johansson,midfielder,96,19,20,79,56
242322,M. Miller,midfielder,17,96,18,86,47
242558,R. Solan,forward,98,40,28,74,34
223091,R. Donelon,defender,80,45,40,70,89
236650,J. Brown,midfielder,18,97,98,56,28
242531,J. Kitolano,midfielder,81,95,51,43,14
244306,S. Graham,defender,36,25,45,68,80
165458,C. Kenna,defender,22,49,17,93,26
240208,R. Bennett,forward,39,66,56,92,92
233804,T. Bakinson,midfielder,64,41,89,83,92
232267,Lu Yao,defender,98,93,65,73,41
243785,T. Russell,defender,92,62,13,96,56
199480,P. O'Conor,midfielder,73,94,59,16,75
243764,B. Kavanagh,midfielder,65,63,66,36,30
202800,J. Sullivan,midfielder,33,13,78,56,42
227630,C. Kirk,forward,18,50,11,20,46
227881,S. McWilliams,midfielder,96,68,45,50,57
224550,Wang Yaopeng,defender,53,66,95,47,70
242468,J. Arboleda,midfielder,42,31,77,71,14
246299,D. Diani,midfielder,79,14,27,13,82
229123,R. Broom,defender,56,69,48,18,26
242433,C. Akono,forward,96,74,22,73,70
232446,K. Kairinen,midfielder,14,66,20,20,88
231674,C. Coll,defender,32,23,51,33,71
245481,Y. Al Bakr,defender,92,86,43,19,61
232675,M. Al Mufarrij,defender,54,99,30,31,86
240605,A. Collins,midfielder,41,29,28,83,91
233948,Gao Huaze,midfielder,79,93,75,23,27
239835,V. Ekani,midfielder,54,22,52,75,94
237254,K. Denkey,forward,87,13,60,36,23
244163,T. Nawotka,midfielder,59,15,32,16,11
228779,B. Barclay,defender,59,33,56,23,82
241299,Yuan Mincheng,defender,37,34,66,71,48
236946,N. Baeza,defender,27,38,39,56,41
240786,A. Koiki,defender,74,57,40,79,88
245378,J. Rivas,midfielder,38,20,20,62,83
222582,Kim Yeong Bin,defender,38,66,90,94,85
240482,F. Bersano,defender,90,26,46,26,86
242525,C. Sickinger,defender,50,44,63,20,90
236379,J. Lunney,midfielder,91,14,85,56,72
243287,Lim Eun Soo,midfielder,74,95,55,45,14
225087,F. Al Sagour,defender,51,35,48,58,46
191805,R. Isomura,midfielder,59,68,48,85,28
234300,L. Lappalainen,forward,47,57,78,70,73
228153,J. Powell,midfielder,37,76,76,89,21
237341,S. Stubbs,defender,94,46,48,84,58
231962,Du Wenyang,defender,60,90,73,20,72
221978,Li Guang,midfielder,68,98,90,83,38
223236,J. Requena,midfielder,77,39,45,91,96
213502,R. Cornwall,defender,38,53,76,23,79
235773,L. Wildin,defender,82,59,43,86,89
228601,R. Renteria,defender,86,26,23,27,79
237030,Lee Jeong Bin,midfielder,39,44,82,42,41
227807,M. Folivi,forward,40,40,52,19,21
225756,G. Blackwood,midfielder,53,91,37,20,54
205019,J. Caprice,defender,36,72,44,39,91
243159,A. Awad,forward,85,66,35,75,97
193740,L. Ridehalgh,defender,87,57,80,17,86
215752,K. Chvedukas,midfielder,67,98,97,68,12
246469,A. Urzi,midfielder,76,93,31,82,25
243896,A. Abdellaoui,defender,14,45,84,53,98
225976,S. Mandash,midfielder,55,60,88,23,69
243894,B. Stillhart,midfielder,37,20,41,66,11
245166,S. Singh,defender,20,11,70,47,50
226728,L. Desmond,defender,61,21,36,70,54
244902,F. Castro,midfielder,61,60,38,23,76
224673,Zhang Li,midfielder,14,82,46,86,96
169631,B. Dennehy,defender,70,92,28,30,28
213151,C. Norman,defender,96,74,24,33,45
238236,O. Brynhildsen,midfielder,79,90,19,69,60
233115,R. Cole,midfielder,60,48,67,47,25
242584,Y. Akiyama,midfielder,54,71,79,38,84
213653,T. Dallison,defender,73,38,89,97,85
228999,S. Joss,defender,36,62,90,29,82
213127,A. McGowan,defender,13,99,62,28,10
246400,D. O'Connor,midfielder,31,71,81,43,48
206200,D. Clarke,midfielder,18,18,23,72,13
238177,A. Hartigan,midfielder,37,55,62,43,20
202841,J. Carroll,defender,13,39,32,55,39
245592,I. El Kabbou,midfielder,34,42,86,75,31
234321,Cha Yeong Hwan,defender,77,77,82,53,26
233288,E. Boyle,defender,37,98,81,83,36
200263,D. Cawley,midfielder,34,21,11,64,33
220994,J. Bridge,midfielder,49,95,83,64,52
227895,K. Twardek,midfielder,29,85,20,21,99
235061,O. Al Sunain,defender,40,74,15,20,76
235572,R. Sykes,defender,65,55,81,70,53
244770,F. Manzo,midfielder,71,80,46,90,47
243992,T. Corbaz,midfielder,76,15,22,25,51
234264,Jeong Seung Won,midfielder,88,55,92,20,88
228888,G. Edmundson,defender,56,71,46,84,77
203539,K. Devaney,midfielder,38,77,87,20,24
234258,S. Seddon,defender,38,17,41,60,11
206082,K. Callan-McFadden,defender,11,23,82,19,24
240129,M. Haarup,defender,79,51,43,87,79
232704,T. Ominami,defender,49,63,97,51,17
239355,R. Boultam,midfielder,24,89,66,48,56
239609,Liu Ruofan,midfielder,54,62,57,41,56
230136,J. Thompson,midfielder,90,52,65,61,33
236023,B. Levis,forward,38,90,71,31,53
226549,D. Salazar,forward,80,34,55,34,35
217332,E. Monthe,defender,86,94,75,72,29
242419,B. Njie,forward,47,24,99,84,60
222180,Shan Pengfei,defender,97,73,54,50,41
212450,Park Yong Ji,forward,65,11,11,86,69
219874,A. Dales,midfielder,98,42,78,53,15
232161,R. Tranberg,midfielder,85,88,69,75,69
138719,C. O'Grady,forward,63,94,95,25,69
180181,K. Browne,defender,19,66,69,55,13
226261,C. Ainley,midfielder,41,27,40,57,51
221393,A. Hadenius,midfielder,49,69,47,18,86
211152,M. Al Olayan,defender,95,53,65,96,80
242122,D. Tagami,defender,12,67,25,82,61
230847,Z. Elbouzedi,midfielder,32,85,98,52,55
238270,A. Erlingmark,midfielder,54,70,84,44,99
247484,Pau Rosales,defender,43,24,29,90,10
230587,P. Fassnacht,defender,64,48,42,82,36
247482,Xavi Fabra,midfielder,33,83,87,20,77
223905,P. Ng,defender,92,66,89,11,91
243358,Park Chang Jun,defender,24,90,53,42,76
237470,D. Casey,defender,54,97,31,33,45
238491,A. Oteh,forward,26,18,97,31,49
226197,Feng Jing,midfielder,21,50,62,87,39
189331,G. Taylor,defender,34,48,55,31,69
240777,L. Ranieri,defender,23,32,49,21,97
235913,E. Embleton,midfielder,68,61,57,95,18
203145,G. Taft,defender,72,47,40,94,63
199047,D. Corcoran,forward,86,38,76,31,32
215425,F. Sachpekidis,midfielder,33,82,55,92,13
242560,K. Saka,defender,18,40,23,70,80
243321,Kim Gyeong Min,forward,90,69,61,83,59
232568,J. Kamata,defender,85,57,11,79,45
214902,J. Hunt,defender,88,75,60,43,98
223599,C. Cooke,midfielder,39,32,36,88,14
247148,J. Segovia,defender,79,77,36,15,48
227948,F. Kelleher,defender,81,99,59,55,94
53352,D. Bulman,midfielder,10,63,83,31,86
228199,H. Narzary,midfielder,55,76,46,15,72
232803,N. Maeda,midfielder,10,19,50,25,71
212063,A. Gafaiti,defender,18,35,68,55,25
224597,M. Eberwein,midfielder,68,45,15,95,83
139348,A. Kay,midfielder,36,71,14,25,58
238155,O. Alseth,defender,54,35,37,31,18
219467,B. Halliday,defender,36,73,21,26,99
213834,K. Arthur,midfielder,40,80,31,31,93
232265,Long Cheng,defender,74,68,29,29,74
228667,E. Segberg,midfielder,91,58,14,85,91
240953,N. Tenaglia,defender,81,10,36,51,32
228665,R. Ariza,midfielder,35,75,95,46,71
181558,R. Armand,forward,24,56,64,46,96
202549,I. Furu,defender,95,88,30,74,14
233524,U. Singh,midfielder,70,15,62,36,16
221486,D. O'Shaughnessy,defender,51,13,99,89,83
241197,A. Al Amri,defender,70,65,79,32,95
246561,M. Popescu,defender,98,39,73,89,92
232990,M. Kurogi,midfielder,93,80,39,88,43
237085,Yoo Seung Min,forward,97,42,97,35,29
218397,D. Ochieng,defender,13,28,30,15,97
237592,M. Blauensteiner,defender,45,26,54,13,19
200714,H. Hope,forward,32,91,45,74,79
243977,J. Herrera,forward,45,63,17,56,74
232452,K. Hachisuka,midfielder,22,64,81,16,57
245248,S. Abraham,forward,52,79,88,63,16
189695,J. Devitt,forward,89,69,28,27,92
225279,C. McGrandles,midfielder,42,36,53,49,61
242174,D. Mantilla,midfielder,14,54,64,89,39
225775,M. Bola,defender,73,80,73,15,25
224238,W. Boyle,defender,27,94,68,14,83
222702,Baek Dong Gyu,defender,29,65,82,88,57
221930,N. Sutter,defender,65,43,23,70,41
211434,Y. Takahashi,defender,83,41,10,46,14
225001,K. Wootton,forward,50,94,92,95,41
237797,K. Sekiguchi,midfielder,71,45,36,73,13
226021,Guo Hao,midfielder,32,65,88,54,11
209893,J. Pepper,defender,50,96,44,77,51
237027,Kim Bo Seop,forward,38,94,40,67,85
241884,D. Sugioka,midfielder,67,96,23,16,99
240604,M. Clark,defender,82,42,25,78,20
214747,D. Orellana,midfielder,16,91,85,84,23
186842,D. Imrie,midfielder,42,24,33,73,79
19410,A. Revell,forward,65,66,46,19,62
242640,T. Christensen,forward,51,42,62,73,46
218576,W. Aimson,defender,57,68,70,28,58
243914,E. Bekiroglu,midfielder,85,48,74,31,33
176839,E. Nouri,defender,80,75,78,93,57
212165,S. Ohlsson,defender,37,96,93,26,43
247230,G. Mygas,defender,40,17,29,11,43
212925,Kim Tae Ho,defender,35,35,66,70,75
242875,Ma Xingyu,midfielder,57,17,46,76,25
241339,Zhang Cheng,defender,68,35,76,70,11
212923,S. Galloway,defender,89,35,16,31,26
223159,R. Dickie,defender,89,30,62,58,15
213687,L. Grimshaw,defender,79,23,66,15,30
223670,M. Egho,forward,83,25,53,70,41
241835,J. Hornkamp,defender,60,83,11,99,13
204459,B. Nugent,defender,91,46,83,88,63
221864,Chen Hao,defender,88,19,96,15,35
203430,G. Ray,defender,23,85,90,78,39
170660,F. Sulmoni,defender,16,62,33,12,10
223908,V. Wernersson,defender,88,41,14,47,59
246683,L. Agoume,midfielder,11,90,39,31,75
238490,I. Chair,midfielder,81,60,27,13,75
203417,E. Oyeleke,midfielder,43,85,53,28,87
193943,J. Cook,forward,18,87,61,13,16
184726,J. Partington,defender,48,60,78,76,30
243346,N. Heidemann,defender,41,69,64,26,55
247441,Dome,midfielder,27,17,83,76,44
209040,M. Hazazi,defender,33,23,34,82,23
241029,F. Quiroz,defender,39,14,62,33,84
234111,D. Turnbull,midfielder,54,35,76,84,72
220019,M. Harness,midfielder,60,40,66,84,53
189041,M. Gardawski,defender,89,83,97,11,59
242543,O. Petrak,midfielder,64,93,45,43,68
238703,A. Brorsson,defender,29,28,23,92,67
228461,Ryu Jae Moon,midfielder,57,39,92,54,17
241258,Wang Fan,midfielder,22,30,61,99,77
214634,J. Hessenthaler,midfielder,46,98,91,39,85
239464,T. Galdames,defender,84,49,63,38,28
242023,S. Ntiya-Ntiya,defender,99,90,60,56,29
224615,Zheng Dalun,midfielder,92,34,43,51,30
183142,K. Etuhu,midfielder,15,99,49,31,44
238182,A. Amaya,midfielder,12,75,23,18,35
242530,N. Okafor,midfielder,21,67,92,33,52
228188,P. Kotal,defender,97,26,98,99,22
224088,N. Atangana,midfielder,69,68,76,32,78
244054,S. Finley,midfielder,57,79,57,29,48
163158,C. Dickinson,defender,48,37,68,35,55
232789,T. Nakagawa,forward,39,65,77,55,56
237140,L. Fritzson,forward,33,11,73,23,81
241485,Chen Binbin,forward,50,83,75,78,84
200781,C. Thomas,midfielder,79,62,30,27,61
237378,A. Dobre,midfielder,20,77,95,34,59
223810,G. Maris,midfielder,34,68,67,42,90
244801,R. Yamasaki,forward,53,27,86,45,91
233281,Jeong Dong Yun,midfielder,93,50,93,81,56
19521,J. Ibehre,forward,65,33,32,34,81
221760,Song Soo Yeong,midfielder,51,91,24,54,44
229438,M. Piccinocchi,midfielder,14,42,70,78,65
239418,L. Lauberbach,forward,97,74,40,25,15
203834,Yun Ju Tae,forward,69,29,76,53,37
221487,J. Sierra,midfielder,83,73,75,36,50
246830,Y. Orozco,midfielder,87,36,31,33,52
241191,M. Kolar,forward,70,67,57,93,27
231461,P. Halder,midfielder,66,90,80,71,99
224546,Wang Jinxian,midfielder,57,97,53,38,40
190240,S. Bennett,defender,46,18,86,50,58
202014,R. Lopes,defender,33,97,68,94,93
243741,P. Knechtel,defender,60,70,49,58,66
236310,S. Hart,defender,11,49,68,27,28
227603,P. Kpozo,defender,94,49,73,48,46
232210,K. Drzazga,midfielder,17,36,22,19,91
180749,T. Elrich,defender,89,55,64,76,31
229901,H. Souttar,defender,61,50,89,92,14
184843,B. Tozer,defender,13,24,75,70,73
199691,J. Ayala,defender,16,93,52,60,26
227082,D. Markey,midfielder,23,46,41,46,11
169481,E. Nolan,defender,97,45,68,92,12
231936,B. White,defender,39,44,28,56,15
183807,P. Amond,forward,16,51,30,18,62
235516,R. Kaib,defender,96,24,67,47,37
244219,T. Takagi,defender,54,30,34,25,51
243706,M. Frankoch,midfielder,90,51,58,19,80
232185,C. Brittain,defender,62,68,35,71,11
243703,E. Ogude,forward,62,86,84,98,95
222199,Zheng Kaimu,midfielder,59,46,64,96,93
232175,D. Kozica,midfielder,93,12,19,91,84
232686,N. Sakurauchi,midfielder,68,28,20,77,37
239341,L. Hemmerich,defender,86,69,42,36,69
243692,P. Choroba,defender,41,46,65,33,72
227052,M. Vallecilla,defender,55,96,82,34,58
219627,J. Verdugo,midfielder,23,37,75,56,82
172265,I. Osbourne,midfielder,69,92,35,43,62
239848,O. Dytyatev,defender,50,14,10,38,11
194791,R. Murray,midfielder,30,85,64,55,89
236006,J. O'Doherty,midfielder,88,29,67,78,23
244453,K. Jacobs,midfielder,21,95,48,57,57
232164,H. Robstad,defender,82,66,32,29,68
207588,A. Tideman,defender,29,16,33,75,63
236764,A. Tanaka,defender,10,37,84,84,69
233435,M. Maranda,defender,78,11,19,54,15
220635,T. Conlon,midfielder,21,11,32,58,60
239833,M. Al Dhaw,midfielder,19,74,91,21,56
226264,F. Ahumada,forward,11,28,96,20,83
231120,K. Al Barakah,defender,46,58,46,80,51
232910,S. Takahashi,defender,87,65,32,91,30
244941,M. Fischer,midfielder,82,18,94,58,43
215501,E. Bajrami,midfielder,53,66,56,75,56
181964,Zhu Ting,defender,49,36,30,44,56
212683,J. Matt,forward,16,79,62,50,25
201924,Y. Qasmi,forward,22,33,22,64,14
189891,F. Franks,defender,29,88,81,53,55
237757,Y. Tatsuta,defender,18,34,66,23,53
232636,R. Hatsuse,defender,26,57,78,76,80
244923,J. Branger-Engone,midfielder,63,88,19,78,94
235194,G. Vrioni,forward,82,88,12,32,49
214458,D. Rosende,midfielder,19,76,37,10,48
213434,J. Brown,midfielder,28,93,93,92,60
163768,M. Rose,midfielder,50,60,67,44,96
207544,Park Sun Yong,midfielder,42,73,54,38,68
245687,C. Sierra,midfielder,76,83,70,32,69
238519,H. Al Shamrani,defender,33,94,13,86,69
187830,B. Maguire,midfielder,62,25,65,33,72
243125,S. Strand,midfielder,84,42,45,17,56
228788,J. Broh Tonye,midfielder,69,82,91,10,76
243122,I. Magnusson,midfielder,94,28,24,75,57
211888,M. Willsch,midfielder,92,65,48,94,68
246959,L. Musonda,midfielder,21,99,63,38,80
169896,R. Sutton,defender,36,74,84,23,78
243619,D. Burgzorg,midfielder,62,23,14,58,41
209315,D. Butler,defender,86,44,56,12,66
222625,N. Smith,defender,13,58,23,61,22
223381,M. Demetriou,defender,91,95,98,72,36
184980,I. Bermingham,defender,70,14,65,93,25
244116,H. Abou Demba,defender,40,85,10,12,23
220819,R. Kitto,midfielder,79,50,93,87,85
10899,C. Porter,forward,55,64,95,91,20
210319,I. Akinade,forward,26,83,85,16,29
212366,J. Sheehan,midfielder,96,45,96,52,41
246157,E. Pletinckx,defender,48,28,97,26,84
242573,D. Caicedo,midfielder,81,20,23,69,13
204685,B. Ntambwe,midfielder,39,17,90,46,54
246917,S. Dieckmann,defender,60,10,12,74,67
216453,L. Shephard,defender,48,95,11,29,39
209285,B. Mugabi,defender,29,93,50,77,32
225924,D. Sosa,forward,24,14,51,43,94
221826,Li Tixiang,midfielder,65,84,80,48,96
242045,M. Ashimeru,midfielder,33,62,20,50,73
193660,Y. Arquin,midfielder,49,45,21,53,47
193404,M. Veloso,midfielder,11,78,48,69,70
189307,L. Young,defender,57,77,67,80,85
225915,A. Fontana,forward,38,26,92,18,65
232826,F. Mac Allister,midfielder,98,42,44,45,17
233848,J. Hauge,forward,58,35,37,41,77
247154,Modest,midfielder,81,13,73,77,92
247153,Arnau Gaixas,defender,52,23,80,77,39
240497,I. Wadji,midfielder,73,37,73,53,89
214641,S. Tanser,defender,71,10,63,62,24
214385,O. Rodas,forward,40,24,56,88,25
213871,K. Junker,forward,62,86,59,69,29
247150,A. Vigo,defender,56,43,30,86,41
232558,I. Anthony,defender,24,78,60,30,35
227693,N. Gjorgjev,defender,53,71,39,51,74
211817,A. Berzel,defender,13,14,47,37,37
210025,I. Zurita,defender,13,62,30,60,18
244840,L. Czyborra,defender,73,86,10,38,13
173660,P. Caddis,defender,26,54,15,69,84
215131,M. Cubillos,midfielder,33,62,20,94,21
202075,K. Sarkodie,defender,56,72,75,80,17
205145,S. Fraser,midfielder,89,21,65,99,20
182360,Cao Yang,defender,19,12,70,89,54
207442,Kim Hyo Gi,forward,93,90,15,87,47
223821,Yeo Seong Hae,defender,79,58,72,58,49
189772,M. Woolford,midfielder,81,47,74,47,68
199499,P. Mingoia,midfielder,66,21,70,65,48
232776,Y. Kobayashi,defender,18,83,19,62,44
154696,G. Bartczak,defender,32,45,72,21,82
247111,T. Jovic,forward,48,16,16,22,33
238918,O. Hawsawi,defender,49,81,55,49,29
243525,R. Ljubicic,midfielder,58,70,37,46,99
237371,L. Bengtsson,midfielder,56,60,37,59,13
196921,L. Sowah,defender,27,33,41,40,95
171320,G. Miller,defender,73,17,11,23,48
244535,F. Garcia,midfielder,12,37,74,34,63
231479,L. Mosevich,defender,50,94,11,10,48
211511,L. McCullough,midfielder,18,53,41,39,87
189238,F. Hart,midfielder,52,94,35,80,57
239158,R. Minor,defender,25,16,41,47,34
139317,J. Stead,forward,77,36,52,88,38
242483,D. Montoya,defender,74,85,54,19,42
235059,L. Thomas,midfielder,23,33,80,36,67
239149,B. Kyere,defender,23,96,94,46,66
229930,K. Knoyle,defender,80,91,74,29,46
243497,S. Walukiewicz,defender,80,55,63,44,64
235049,I. Escobar,defender,62,93,79,25,52
224553,Min Junlin,midfielder,12,64,64,37,91
186152,J. Dunne,midfielder,98,16,38,63,95
241704,C. Rocchia,defender,72,25,25,26,65
237350,K. Larson,defender,69,73,10,72,31
245526,A. Akinyemi,forward,14,61,92,21,37
219414,I. Alba,defender,61,90,52,48,74
222997,M. Maier,midfielder,55,28,85,59,17
53778,M. Richards,forward,49,96,23,96,48
226835,A. Ahmed,midfielder,91,17,83,64,39
227601,A. Andersson,defender,48,27,57,81,95
235536,F. Venegas,defender,16,98,51,80,91
210192,I. Al Zubaidi,defender,63,92,98,35,98
236047,A. Granlund,defender,69,27,56,38,64
186126,R. Flynn,midfielder,42,33,25,15,80
229900,S. Lauper,defender,73,63,87,18,21
244489,P. Chato,midfielder,16,53,78,95,29
201993,A. Tveter,forward,12,21,98,19,10
182788,Wan Houliang,defender,56,76,60,33,20
224769,T. Doyle,defender,15,56,80,59,88
201217,J. Kamber,midfielder,90,30,89,27,78
207868,J. Mountney,midfielder,96,94,66,56,38
242427,A. Mora,defender,71,97,87,22,61
239352,R. Guder,midfielder,77,88,25,91,10
227576,O. Balanta,defender,88,16,30,18,72
238071,D. Sterling,defender,33,13,63,36,40
183542,M. Drennan,forward,10,84,84,78,83
230897,B. Hanlan,forward,60,88,43,75,43
242160,M. Lode,defender,66,19,34,94,96
228847,C. Lindquist,defender,71,32,18,52,89
213999,C. Hinestroza,defender,90,58,86,18,75
244205,M. Salas,midfielder,85,63,25,81,54
239852,D. Barreto,midfielder,45,32,31,57,61
210924,A. Al Barakah,midfielder,21,85,87,36,87
244202,R. Lamie,defender,13,60,16,63,88
112362,F. Zoko,midfielder,43,21,75,34,92
